ID,text,ckpt,quant,compile,offload,vae,fast,lowres,temporal,Overall Peak VRAM alloc (MB),Overall Peak VRAM reserved (MB),Diffusion Peak VRAM alloc (MB),Diffusion Peak VRAM reserved (MB),Text Peak VRAM alloc (MB),Total Seconds,tSSIM,tLPIPS,CLIP sim,motion_verdict,decision,visual_notes
text-original__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,original,distilled_fp8,none,0,group,1,1,1,1,15.8,60.0,15.8,60.0,,12.7002,0.995906,0.001475,0.314398,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,original,distilled_fp8,none,1,none,0,1,0,0,15175.4,15558.0,15175.4,15558.0,,48.9057,0.969068,0.008446,0.30683,движение умеренное,второстепенно/не приоритет,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,original,distilled_fp8,none,1,none,0,1,0,1,15175.5,15544.0,15175.5,15544.0,,38.9073,0.991149,0.003209,0.306519,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,original,distilled_fp8,none,1,none,0,1,1,0,15175.6,15542.0,15175.6,15542.0,,38.5729,0.978747,0.00601,0.318939,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,original,distilled_fp8,none,1,none,0,1,1,1,15175.4,15574.0,15175.4,15574.0,,27.9701,0.995799,0.001527,0.315022,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,original,distilled_fp8,none,1,none,1,1,0,0,15175.4,15558.0,15175.4,15558.0,,61.1617,0.969068,0.008446,0.30683,движение умеренное,второстепенно/не приоритет,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,original,distilled_fp8,none,1,none,1,1,0,1,15175.5,15544.0,15175.5,15544.0,,77.2455,0.991149,0.003209,0.306519,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,original,distilled_fp8,none,1,none,1,1,1,0,15175.6,15542.0,15175.6,15542.0,,62.2028,0.978747,0.00601,0.318939,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,original,distilled_fp8,none,1,none,1,1,1,1,15175.4,15574.0,15175.4,15574.0,,32.3452,0.995955,0.001464,0.314811,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,original,distilled_fp8,none,1,group,0,1,0,0,16.6,392.0,16.6,392.0,,40.6162,0.967485,0.00859,0.309936,движение умеренное,второстепенно/не приоритет,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,original,distilled_fp8,none,1,group,0,1,0,1,15.8,820.0,15.8,820.0,,23.8521,0.991073,0.003251,0.306391,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,original,distilled_fp8,none,1,group,0,1,1,0,15.8,878.0,15.8,878.0,,24.731,0.979455,0.005886,0.318594,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,original,distilled_fp8,none,1,group,0,1,1,1,15.8,488.0,15.8,488.0,,23.5495,0.995678,0.001561,0.315644,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,original,distilled_fp8,none,1,group,1,1,0,0,16.6,392.0,16.6,392.0,,24.1217,0.967485,0.00859,0.309936,движение умеренное,второстепенно/не приоритет,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,original,distilled_fp8,none,1,group,1,1,0,1,15.8,820.0,15.8,820.0,,21.7361,0.991073,0.003251,0.306391,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,original,distilled_fp8,none,1,group,1,1,1,0,15.8,878.0,15.8,878.0,,22.3182,0.979455,0.005886,0.318594,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-original__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,original,distilled_fp8,none,1,group,1,1,1,1,15.8,488.0,15.8,488.0,,22.0558,0.995678,0.001561,0.315644,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-0__lowres-0__temporal-sub-0,precompute,base,none,0,none,0,0,0,0,13611.9,13996.0,4519.1,4922.0,13611.9,4.4535,0.825673,0.023638,0.304573,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-0__lowres-0__temporal-sub-1,precompute,base,none,0,none,0,0,0,1,13611.9,13996.0,4519.2,4908.0,13611.9,2.9983,0.977508,0.002943,0.302637,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-0__lowres-1__temporal-sub-0,precompute,base,none,0,none,0,0,1,0,13611.9,13996.0,4519.2,4910.0,13611.9,2.9524,0.90849,0.032307,0.309643,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется"
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-0__lowres-1__temporal-sub-1,precompute,base,none,0,none,0,0,1,1,13611.9,13996.0,4519.2,4910.0,13611.9,2.9498,0.987314,0.014808,0.305877,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,precompute,base,none,0,none,0,1,0,0,13611.9,13996.0,4519.1,4922.0,13611.9,3.288,0.845387,0.018642,0.304918,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,precompute,base,none,0,none,0,1,0,1,13611.9,13996.0,4519.2,4908.0,13611.9,2.0176,0.974026,0.003376,0.303952,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,precompute,base,none,0,none,0,1,1,0,13611.9,13996.0,4519.2,4910.0,13611.9,1.8449,0.902452,0.038472,0.307318,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется"
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,precompute,base,none,0,none,0,1,1,1,13611.9,13996.0,4519.2,4910.0,13611.9,1.6015,0.98623,0.01576,0.304799,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-0__lowres-0__temporal-sub-0,precompute,base,none,0,none,1,0,0,0,13611.9,13996.0,4519.1,4922.0,13611.9,4.7595,0.825673,0.023638,0.304573,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; VAE tiling визуально и по памяти на 512 почти не изменил результат
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-0__lowres-0__temporal-sub-1,precompute,base,none,0,none,1,0,0,1,13611.9,13996.0,4519.2,4908.0,13611.9,3.4353,0.977508,0.002943,0.302637,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-0__lowres-1__temporal-sub-0,precompute,base,none,0,none,1,0,1,0,13611.9,13996.0,4519.2,4910.0,13611.9,3.4602,0.90849,0.032307,0.309643,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-0__lowres-1__temporal-sub-1,precompute,base,none,0,none,1,0,1,1,13611.9,13996.0,4519.2,4910.0,13611.9,2.682,0.987314,0.014808,0.305877,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,precompute,base,none,0,none,1,1,0,0,13611.9,13996.0,4519.1,4922.0,13611.9,3.0311,0.845387,0.018642,0.304918,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; VAE tiling визуально и по памяти на 512 почти не изменил результат
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,precompute,base,none,0,none,1,1,0,1,13611.9,13996.0,4519.2,4908.0,13611.9,1.935,0.974026,0.003376,0.303952,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,precompute,base,none,0,none,1,1,1,0,13611.9,13996.0,4519.2,4910.0,13611.9,1.986,0.902452,0.038472,0.307318,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,precompute,base,none,0,none,1,1,1,1,13611.9,13996.0,4519.2,4910.0,13611.9,1.7282,0.98623,0.01576,0.304799,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-0__lowres-0__temporal-sub-0,precompute,base,none,0,group,0,0,0,0,9110.5,9134.0,17.2,380.0,9110.5,18.0684,0.825673,0.023638,0.304573,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-0__lowres-0__temporal-sub-1,precompute,base,none,0,group,0,0,0,1,9110.5,9134.0,16.8,730.0,9110.5,15.554,0.977508,0.002943,0.302637,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-0__lowres-1__temporal-sub-0,precompute,base,none,0,group,0,0,1,0,9110.5,9134.0,16.8,786.0,9110.5,15.7924,0.90849,0.032307,0.309643,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-0__lowres-1__temporal-sub-1,precompute,base,none,0,group,0,0,1,1,9110.5,9134.0,16.8,424.0,9110.5,15.4595,0.987314,0.014808,0.305877,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,precompute,base,none,0,group,0,1,0,0,9110.5,9134.0,17.2,380.0,9110.5,11.9026,0.845387,0.018642,0.304918,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,precompute,base,none,0,group,0,1,0,1,9110.5,9134.0,16.8,730.0,9110.5,12.2735,0.974026,0.003376,0.303952,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,precompute,base,none,0,group,0,1,1,0,9110.5,9134.0,16.8,786.0,9110.5,14.8095,0.902452,0.038472,0.307318,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,precompute,base,none,0,group,0,1,1,1,9110.5,9134.0,16.8,424.0,9110.5,13.3211,0.98623,0.01576,0.304799,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-0__lowres-0__temporal-sub-0,precompute,base,none,0,group,1,0,0,0,9110.5,9134.0,17.2,380.0,9110.5,18.9132,0.825673,0.023638,0.304573,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-0__lowres-0__temporal-sub-1,precompute,base,none,0,group,1,0,0,1,9110.5,9134.0,16.8,730.0,9110.5,13.7118,0.977508,0.002943,0.302637,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-0__lowres-1__temporal-sub-0,precompute,base,none,0,group,1,0,1,0,9110.5,9134.0,16.8,786.0,9110.5,14.2177,0.90849,0.032307,0.309643,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-0__lowres-1__temporal-sub-1,precompute,base,none,0,group,1,0,1,1,9110.5,9134.0,16.8,424.0,9110.5,13.2625,0.987314,0.014808,0.305877,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,precompute,base,none,0,group,1,1,0,0,9110.5,9134.0,17.2,380.0,9110.5,12.2348,0.845387,0.018642,0.304918,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,precompute,base,none,0,group,1,1,0,1,9110.5,9134.0,16.8,730.0,9110.5,12.3638,0.974026,0.003376,0.303952,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,precompute,base,none,0,group,1,1,1,0,9110.5,9134.0,16.8,786.0,9110.5,19.0945,0.902452,0.038472,0.307318,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,precompute,base,none,0,group,1,1,1,1,9110.5,9134.0,16.8,424.0,9110.5,10.6408,0.98623,0.01576,0.304799,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-base__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-0__lowres-0__temporal-sub-0,precompute,base,none,1,none,0,0,0,0,13611.9,13996.0,4518.7,4930.0,13611.9,13.3766,0.825691,0.023861,0.302575,очень заметное движение; точно не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; compile визуально не меняет, но в этом запуске сильно замедлил"
text-precompute__ckpt-base__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-0__lowres-0__temporal-sub-1,precompute,base,none,1,none,0,0,0,1,13611.9,13996.0,4518.7,4928.0,13611.9,12.3148,0.97743,0.002941,0.30251,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-precompute__ckpt-base__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-0__lowres-1__temporal-sub-0,precompute,base,none,1,none,0,0,1,0,13611.9,13996.0,4518.7,4928.0,13611.9,11.4056,0.907758,0.032332,0.309918,движение заметное; не застыло,визуально годится по движению; смотреть память,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил"
